transaction_id,amount,failure_reason,prior_successful_payments,prior_failed_payments,prior_recovery_attempts,hours_since_failure,active_promise_to_pay,contact_count_last_7_days,is_quiet_hours,action_taken,recovered
LOG-00698,11623.53,bank_timeout,3,2,0,35.7,False,2,False,retry,0
LOG-00699,4040.91,insufficient_funds,2,2,0,42.8,True,2,False,retry,0
LOG-00700,3093.6,card_declined,1,1,2,27.6,False,0,False,reminder,0
LOG-00701,6442.89,expired_card,6,3,2,5.9,False,1,False,reminder,0
LOG-00702,9814.26,card_declined,3,0,1,18.4,False,1,False,reminder,1
LOG-00703,40347.11,expired_card,2,2,1,8.2,False,1,False,reminder,1
LOG-00704,4461.31,expired_card,2,0,1,51.2,False,0,False,reminder,0
LOG-00705,24009.13,card_declined,4,1,0,47.2,False,1,False,retry,0
LOG-00706,1879.55,insufficient_funds,8,2,0,36.9,False,0,False,retry,0
LOG-00707,21483.83,insufficient_funds,4,1,0,2.3,False,0,True,retry,1
LOG-00708,22080.54,expired_card,2,1,2,113.9,False,1,False,payment_link,1
LOG-00709,11188.86,network_error,8,2,1,40.9,False,2,False,reminder,0
LOG-00710,534.2,bank_timeout,7,1,0,9.6,False,0,False,retry,1
LOG-00711,2323.77,network_error,6,2,2,2.9,False,0,False,reminder,0
LOG-00712,5582.85,insufficient_funds,5,1,1,56.8,False,1,False,reminder,0
LOG-00713,1995.83,expired_card,2,1,1,56.2,False,2,False,reminder,0
LOG-00714,26464.4,insufficient_funds,5,1,0,17.0,False,3,False,retry,1
LOG-00715,4537.3,card_declined,6,1,1,5.8,False,1,False,reminder,0
LOG-00716,9471.08,network_error,4,2,1,97.0,False,0,True,reminder,0
LOG-00717,6644.11,network_error,5,4,3,12.6,False,0,False,escalate,0
LOG-00718,731.43,insufficient_funds,4,1,1,7.9,False,0,False,reminder,0
LOG-00719,12527.92,insufficient_funds,8,2,1,43.2,False,1,False,reminder,1
LOG-00720,6542.07,bank_timeout,4,6,1,19.7,False,1,False,reminder,0
LOG-00721,14961.2,bank_timeout,4,1,1,80.3,False,0,False,reminder,0
LOG-00722,5396.63,insufficient_funds,4,1,1,27.1,False,0,False,reminder,0
LOG-00723,5100.57,insufficient_funds,2,6,3,20.0,False,1,False,escalate,0
LOG-00724,6921.58,network_error,7,3,1,39.3,False,1,False,reminder,0
LOG-00725,1761.77,insufficient_funds,5,0,1,12.5,False,1,False,reminder,0
LOG-00726,1957.56,insufficient_funds,9,1,1,54.5,False,0,True,reminder,0
LOG-00727,10710.12,bank_timeout,5,2,2,50.1,False,0,False,payment_link,0
LOG-00728,2406.84,insufficient_funds,5,1,1,9.5,False,2,False,reminder,0
LOG-00729,3020.75,expired_card,11,2,1,7.8,False,0,False,reminder,0
LOG-00730,30635.78,insufficient_funds,9,1,2,37.4,False,0,False,reminder,0
LOG-00731,10060.66,expired_card,4,1,0,35.0,True,4,True,wait,1
LOG-00732,5837.1,insufficient_funds,8,0,2,9.7,False,2,False,reminder,0
LOG-00733,11731.84,insufficient_funds,2,1,0,15.3,False,0,False,retry,0
LOG-00734,18221.71,insufficient_funds,1,0,0,28.3,False,1,True,retry,0
LOG-00735,2680.96,card_declined,2,2,1,21.2,False,0,False,reminder,0
LOG-00736,20979.2,expired_card,10,1,1,17.2,False,1,False,reminder,0
LOG-00737,4960.7,insufficient_funds,6,0,2,23.5,False,0,False,reminder,1
LOG-00738,7320.84,network_error,4,2,1,27.1,False,1,True,reminder,1
LOG-00739,3127.06,network_error,3,0,0,4.4,False,1,False,retry,1
LOG-00740,10561.58,network_error,1,3,2,11.4,False,0,False,payment_link,0
LOG-00741,10643.28,bank_timeout,10,0,1,21.9,False,0,False,reminder,1
LOG-00742,672.2,expired_card,4,1,2,7.2,False,1,False,reminder,0
LOG-00743,892.33,network_error,6,0,1,44.9,False,0,False,reminder,0
LOG-00744,8390.81,network_error,4,1,0,25.9,True,1,False,wait,1
LOG-00745,1846.92,expired_card,4,2,3,21.2,False,0,False,escalate,0
LOG-00746,6705.7,insufficient_funds,5,0,1,1.9,False,1,False,reminder,0
LOG-00747,5769.63,bank_timeout,7,1,4,19.5,False,1,False,escalate,0
LOG-00748,1724.78,insufficient_funds,9,2,0,2.3,False,4,False,retry,1
LOG-00749,11192.23,card_declined,5,6,0,0.4,True,0,False,wait,0
LOG-00750,3547.23,insufficient_funds,4,1,4,25.3,False,1,False,escalate,1
LOG-00751,10800.74,expired_card,2,0,1,62.1,False,1,False,reminder,0
LOG-00752,19231.08,card_declined,6,2,4,71.2,False,0,False,escalate,0
LOG-00753,1175.28,expired_card,3,0,1,62.0,False,1,False,reminder,1
LOG-00754,4635.03,expired_card,3,2,0,52.1,False,1,False,retry,0
LOG-00755,24927.13,insufficient_funds,6,0,1,13.8,False,1,True,reminder,1
LOG-00756,2408.73,expired_card,4,1,1,12.8,False,4,False,reminder,0
LOG-00757,10254.24,expired_card,6,1,2,11.1,True,0,True,wait,1
LOG-00758,4600.77,insufficient_funds,6,2,0,109.6,False,0,False,retry,0
LOG-00759,2114.89,expired_card,6,0,2,13.8,False,2,False,reminder,0
LOG-00760,4625.41,insufficient_funds,6,1,1,7.3,False,0,False,reminder,0
LOG-00761,2488.24,expired_card,5,1,1,27.9,False,0,False,reminder,0
LOG-00762,2138.69,expired_card,9,2,1,68.9,False,0,False,reminder,0
LOG-00763,2296.42,card_declined,2,0,1,53.9,True,1,False,wait,0
LOG-00764,2716.6,insufficient_funds,6,2,0,1.6,False,0,False,retry,1
LOG-00765,1952.02,insufficient_funds,3,3,2,23.8,False,1,True,payment_link,0
LOG-00766,1934.56,expired_card,0,1,3,58.5,False,0,False,escalate,1
LOG-00767,33533.32,insufficient_funds,8,0,1,2.3,False,1,True,reminder,0
LOG-00768,31917.28,network_error,5,1,1,34.0,False,1,False,reminder,1
LOG-00769,14107.13,insufficient_funds,5,0,0,50.5,True,1,False,wait,0
LOG-00770,2230.53,expired_card,4,2,2,16.6,False,0,False,payment_link,1
LOG-00771,18973.88,card_declined,5,4,1,114.3,False,0,False,reminder,0
LOG-00772,11138.81,network_error,8,1,2,20.3,True,0,False,wait,1
LOG-00773,586.63,network_error,6,2,1,54.3,False,2,False,reminder,0
LOG-00774,1771.52,network_error,6,1,1,1.0,False,2,False,reminder,0
LOG-00775,1020.79,network_error,10,2,1,1.4,False,0,False,reminder,0
LOG-00776,11624.83,insufficient_funds,6,1,1,105.2,False,1,False,reminder,0
LOG-00777,8531.96,network_error,9,1,1,4.8,False,2,False,reminder,0
LOG-00778,2077.3,card_declined,4,2,1,19.6,True,1,False,wait,1
LOG-00779,13108.55,insufficient_funds,5,1,2,37.1,False,0,False,reminder,0
LOG-00780,1676.81,expired_card,3,1,1,4.9,False,0,False,reminder,0
LOG-00781,7399.07,bank_timeout,3,1,2,15.7,True,1,True,wait,1
LOG-00782,2726.69,insufficient_funds,5,1,1,80.7,False,1,False,reminder,1
LOG-00783,6193.48,insufficient_funds,6,1,2,11.2,False,0,False,reminder,0
LOG-00784,1836.6,network_error,5,0,2,18.6,False,0,False,payment_link,1
LOG-00785,6224.77,insufficient_funds,3,1,0,27.4,False,0,True,retry,0
LOG-00786,4990.46,insufficient_funds,1,0,0,131.9,False,1,False,retry,0
LOG-00787,1323.55,insufficient_funds,5,1,1,11.1,False,1,True,reminder,1
LOG-00788,2322.61,expired_card,4,0,1,5.5,False,1,False,reminder,0
LOG-00789,9789.41,insufficient_funds,3,2,0,39.9,True,1,False,wait,1
LOG-00790,2236.68,card_declined,1,1,2,20.3,False,1,False,reminder,0
LOG-00791,19390.61,card_declined,5,1,0,31.3,False,3,False,retry,0
LOG-00792,31332.06,insufficient_funds,4,1,0,15.1,False,1,False,retry,0
LOG-00793,8230.94,insufficient_funds,5,0,2,28.6,False,0,False,reminder,0
LOG-00794,11596.22,network_error,4,2,0,60.9,True,1,False,wait,1
LOG-00795,10757.21,bank_timeout,8,1,2,9.0,False,1,False,reminder,0
LOG-00796,11768.44,expired_card,4,2,0,7.7,False,0,False,retry,0
LOG-00797,6027.95,expired_card,1,0,0,35.0,False,1,False,retry,1
LOG-00798,388.95,card_declined,3,0,1,88.4,False,0,False,reminder,1
LOG-00799,14790.78,insufficient_funds,5,3,3,57.1,False,0,True,escalate,0
